Rank,Team,Location,YTD,TOTAL
1.,Kaldvee/Lill,Estonia,189.8,189.8
2.,Gill/Hewitt,Australia,162.3,162.3
3.,Skaslien/Nedregotten,Norway,143.9,143.9
4.,Koana/Aoki,Japan,129.6,129.6
5.,Dodds/Mouat,Great Britain,122.7,122.7
6.,Matsumura/Tanida,Japan,115.6,115.6
7.,Homan/Bottcher,Alberta,115.1,115.1
8.,Walker/Muyres,Alberta,105.5,105.5
9.,Peterman/Gallant,Alberta,97.5,97.5
10.,Martin/Laycock,Saskatchewan,93.1,93.1
11.,Jones/Laing,Ontario,92.4,92.4
12.,Sandham/Craig,Ontario,90.3,90.3
13.,Perret/Rios,Switzerland,89.3,89.3
14.,Weagle/Epping,Ontario,88.3,88.3
15.,Wasylkiw/Konings,Ontario,82.8,82.8
16.,Jackson/McFadzean,Great Britain,79.8,79.8
17.,Zheng/Pietrangelo,Ontario,78.5,78.5
18.,Tran/Kleiter,Alberta,75.8,75.8
19.,Roenning/Braenden,Norway,73.8,73.8
20.,Morrison/Lammie,Great Britain,69.1,69.1
21.,Abbes/Harsch,Germany,66.9,66.9
22.,Gionest/Desjardins,Quebec,64.5,64.5
23.,Neil/McDonald,Ontario,58.9,58.9
24.,Wrana/Wrana,Sweden,57.0,57.0
25.,Cotter/Cotter,British Columbia,56.6,56.6
26.,Armstrong/Griffith,British Columbia,56.5,56.5
27.,Lott/Lott,Manitoba,51.0,51.0
28.,Westman/Ahlberg,Sweden,50.3,50.3
29.,Adams/Robichaud,New Brunswick,50.0,50.0
30.,Smith/Thomson,Ontario,49.9,49.9
31.,Han/Wang,China,47.6,47.6
32.,Walczak/Augustyniak,Poland,47.4,47.4
33.,Hasselborg/Eriksson,Sweden,47.3,47.3
34.,Anderson/Stopera,Minnesota,45.0,45.0
35.,Thiesse/Dropkin,Minnesota,41.6,41.6
36.,Sinclair/Brydone,Scotland,41.3,41.3
37.,Bouchard/Charest,Quebec,39.8,39.8
38.,Sluchinski/Sluchinski,Alberta,38.3,38.3
39.,Zelingrova/Chabicovsky,Czechia,38.3,38.3
40.,Kim/Seong,Korea,38.1,38.1
41.,Powers/Saunders,Nova Scotia,37.5,37.5
42.,Spruit/Spruit,Ontario,37.0,37.0
43.,Ford/Campbell,Ontario,37.0,37.0
44.,Gagne/Morissette,Quebec,36.5,36.5
45.,Engler/Wunderlin,Switzerland,35.9,35.9
46.,Paetz/Michel,Switzerland,35.4,35.4
47.,Bear/Oldenburg,Minnesota,35.0,35.0
48.,Arbuckle/Macdonell,Manitoba,34.9,34.9
49.,Papley/Van Amsterdam,Alberta,34.4,34.4
50.,Yang/Tian,China,34.3,34.3
51.,Moores/Wheeler,Colorado,33.7,33.7
52.,Weeks/Steep,Ontario,33.6,33.6
53.,Just/Cherpin,Saskatchewan,32.9,32.9
54.,Henderson/Hardie,Great Britain,32.3,32.3
55.,Mackenzie/Middleton,British Columbia,32.1,32.1
56.,Gamble/Kalthoff,Saskatchewan,30.6,30.6
57.,Springer/Springer,Saskatchewan,30.5,30.5
58.,Bailey/Sipura,Ontario,30.4,30.4
59.,Tremblay/Lanoue,Quebec,30.4,30.4
60.,Maheux/Maheux,Quebec,30.3,30.3
61.,Woo/Wenzek,British Columbia,28.5,28.5
62.,Yildiz/Cakir,Turkiye,27.6,27.6
63.,Daly/Violette,Minnesota,27.2,27.2
64.,McGovern/Nathan,Ontario,26.5,26.5
65.,Hamilton/Hamilton,Wisconsin,26.3,26.3
66.,Paulova/Paul,Czechia,26.1,26.1
67.,Dong/Fei,China,25.9,25.9
68.,Anderson-Heide/Richardson,Minnesota,25.8,25.8
69.,Holterman/Holtermann,Denmark,25.5,25.5
70.,Otaegi/Unanue,Spain,24.8,24.8
71.,Reese-Hansen/Chester,British Columbia,24.4,24.4
72.,Parmiter/Burgess,New Brunswick,24.4,24.4
73.,Brunton/Horgan,Ontario,24.4,24.4
74.,Roach/Gilbert,Ontario,23.8,23.8
75.,Fellmann/Kovalchuk,Quebec,23.5,23.5
76.,Davie/Watt,Scotland,23.4,23.4
77.,McMillan/Bryce,Scotland,23.4,23.4
78.,Sanscartier/Caron,Quebec,21.5,21.5
79.,Ford/Krowchuk,Ontario,21.2,21.2
80.,Immonen/Sipila,Finland,21.2,21.2
81.,Burghout/Thompson,Ontario,21.0,21.0
82.,Riley/Mullen,Quebec,20.6,20.6
83.,Baker/Lott,Manitoba,19.0,19.0
84.,Ouellet/Rousseau,Quebec,18.7,18.7
85.,Weldon/Franey,Colorado,18.4,18.4
86.,Laplante/Gibeau,Quebec,17.9,17.9
87.,Smith/Smith,New Zealand,17.8,17.8
88.,Munro/Whyte,Great Britain,17.4,17.4
89.,Tiuliakova/Totzek,Germany,17.3,17.3
90.,Lyburn/Lyburn,Manitoba,17.3,17.3
91.,de Val/Magnusson,Sweden,16.5,16.5
92.,Schwaller/Schwaller,Switzerland,16.5,16.5
93.,Gaidule/Buncis,Latvia,16.0,16.0
94.,Kitazawa/Usui,Japan,15.8,15.8
95.,Kiemele/Singer,Ontario,15.6,15.6
96.,Scalesse/Pimpini,Italy,15.0,15.0
97.,Sweeting/Kennedy,Alberta,15.0,15.0
98.,Wiseman/Smith,Newfoundland / Labrador,15.0,15.0
99.,Sturmay/Kleibrink,Alberta,14.8,14.8
100.,Heggestad/Heggestad,Ontario,14.3,14.3
101.,Butler/Butler,Ontario,14.1,14.1
102.,Suuripaa/Rantamaki,Finland,13.7,13.7
103.,DiBaggio/Visnich,Ohio,13.5,13.5
104.,Mulville/Hale,Ontario,13.5,13.5
105.,Cheal/Cheal,Quebec,13.5,13.5
106.,Cottenoir/Martel,Quebec,13.1,13.1
107.,Mallett/Jackson,Ontario,12.2,12.2
108.,Podoll/Parry,North Dakota,11.3,11.3
109.,St-Georges/Asselin,Quebec,11.0,11.0
110.,Kreviazuk/Mathers,Ontario,10.6,10.6
111.,Raniseth/Crough,Alberta,10.5,10.5
112.,Scebbi/Scebbi,Ohio,10.1,10.1
113.,Gargul/Girard,Montreal,10.1,10.1
114.,McGillivray/Cowan,British Columbia,10.1,10.1
115.,Liscumb/Liscumb,Ontario,10.1,10.1
116.,Gargul/Girard,Quebec,10.1,10.1
117.,Zardini Lacedelli/De Zanna,Italy,10.0,10.0
118.,Beaulieu/Pelletier,Quebec,9.4,9.4
119.,Wendling/Paral,Wisconsin,9.4,9.4
120.,Billo/Martin,Quebec,9.0,9.0
121.,Skrlik/Harty,Alberta,9.0,9.0
122.,Wynter/Sallaj,New Brunswick,8.5,8.5
123.,Lipinska/Stych,Poland,8.3,8.3
124.,Mitchell/Johnston,Scotland,8.3,8.3
125.,Mueller/Seiwald,Austria,8.3,8.3
126.,Wilson/Dow,Ontario,8.1,8.1
127.,Cinnamon/Davies,Alberta,8.0,8.0
